,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
2927,"Interview de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, avec RMC le 5 septembre 2018, sur le tourisme en France et sur la question migratoire.",https://www.vie-publique.fr/discours/206668-interview-de-m-jean-baptiste-lemoyne-secretaire-detat-aupres-du-minis,Interview,Jean-Baptiste,Lemoyne,2018-09-05T12:00:00Z,ECONOMIE,,206668
2928,"Interview de Mme Nathalie Loiseau, ministre des affaires européennes, avec Radio Classique le 5 septembre 2018, sur l'Union européenne face à la question migratoire, les relations euro-américaines et sur la popularité du président de la République.",https://www.vie-publique.fr/discours/206669-interview-de-mme-nathalie-loiseau-ministre-des-affaires-europeennes-av,Interview,Nathalie,Loiseau,2018-09-05T12:00:00Z,INTERNATIONAL,,206669
2929,"Déclaration de M. Edouard Philippe, Premier ministre, sur les grandes orientations de politique économique, budgétaire et sociale dans les prochains mois, à Paris le 5 septembre 2018.",https://www.vie-publique.fr/discours/206782-declaration-de-m-edouard-philippe-premier-ministre-sur-les-grandes-or,Déclaration,Edouard,Philippe,2018-09-05T12:00:00Z,INSTITUTIONS,,206782
2930,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur la politique économique du gouvernement et la loi PACTE, à l'Assemblée nationale le 5 septembre 2018.",https://www.vie-publique.fr/discours/206658-declaration-de-m-bruno-le-maire-ministre-de-leconomie-et-des-finances,Déclaration,Bruno,Le Maire,2018-09-05T12:00:00Z,ECONOMIE,,206658
2931,"Déclaration de Mme Nathalie Loiseau, ministre des affaires européennes, sur la construction européenne, à Paris le 5 septembre 2018.",https://www.vie-publique.fr/discours/206698-declaration-de-mme-nathalie-loiseau-ministre-des-affaires-europeennes,Déclaration,Nathalie,Loiseau,2018-09-05T12:00:00Z,INTERNATIONAL,,206698
2932,"Interview de M. François de Rugy, ministre de la transition écologique et solidaire, avec France Inter le 5 septembre 2018, sur la politique de l'environnement.",https://www.vie-publique.fr/discours/206670-interview-de-m-francois-de-rugy-ministre-de-la-transition-ecologique-e,Interview,François,de Rugy,2018-09-05T12:00:00Z,SOCIÉTÉ,,206670
2933,"Déclaration de Mme Florence Parly, ministre des armées, sur la manipulation de l'information, à Paris le 4 septembre 2018.",https://www.vie-publique.fr/discours/206652-declaration-de-mme-florence-parly-ministre-des-armees-sur-la-manipulat,Déclaration,,,2018-09-04T12:00:00Z,SOCIÉTÉ,,206652
2934,"Déclaration de M. Gérard Collomb, ministre de l'intérioeur, sur le rôle des attachés de sécurité intérieure dans la lutte contre le terrorisme et l'immigation illégale, à Paris le 4 septembre 2018.",https://www.vie-publique.fr/discours/206665-declaration-de-m-gerard-collomb-ministre-de-linterioeur-sur-le-role,Déclaration,Gérard,Collomb,2018-09-04T12:00:00Z,SOCIÉTÉ,,206665
2935,"Interview de Mme Delphine Gény-Stephann, secrétaire d'Etat auprès du ministre de l'économie et des finances, avec Radio Classique le 4 septembre 2018, sur la loi Pacte, le prélèvement à la source et sur les privatisations.",https://www.vie-publique.fr/discours/206655-interview-de-mme-delphine-geny-stephann-secretaire-detat-aupres-du-min,Interview,Delphine,Geny-Stephann,2018-09-04T12:00:00Z,ECONOMIE,,206655
2936,"Interview de M. Jacques Mézard, ministre de la cohésion des territoires, avec RTL le 4 septembre 2018, sur la protection du patrimoine et le projet de loi ELAN.",https://www.vie-publique.fr/discours/206656-interview-de-m-jacques-mezard-ministre-de-la-cohesion-des-territoires,Interview,Jacques,Mézard,2018-09-04T12:00:00Z,SOCIÉTÉ,,206656
2937,"Interview de M. Stéphane Travert, ministre de l'agriculture et de l'alimentation, avec Cnews le 4 septembre 2018, sur la politique agricole.",https://www.vie-publique.fr/discours/206657-interview-de-m-stephane-travert-ministre-de-lagriculture-et-de-lalim,Interview,Stéphane,Travert,2018-09-04T12:00:00Z,ECONOMIE,,206657
2938,"Interview de Mme Sophie Cluzel, secrétaire d'Etat aux personnes handicapées à Sud Radio le 3 septembre 2018, sur la rentrée scolaire et l'accueil des enfants handicapés à l'école.",https://www.vie-publique.fr/discours/207097-interview-de-mme-sophie-cluzel-secretaire-detat-aux-personnes-handicap,Interview,Sophie,Cluzel,2018-09-03T12:00:00Z,SOCIÉTÉ,,207097
2939,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur l'aide publique au développement, à Paris le 3 septembre 2018.",https://www.vie-publique.fr/discours/206647-declaration-de-m-jean-yves-le-drian-ministre-de-leurope-et-des-affair,Déclaration,Jean-Yves,Le Drian,2018-09-03T12:00:00Z,INTERNATIONAL,,206647
2940,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur l'amélioration de l'information des usagers et des professionnels de santé sur le médicament, Paris le 3 septembre 2018.",https://www.vie-publique.fr/discours/207246-declaration-de-mme-agnes-buzyn-ministre-des-solidarites-et-de-la-sante,Déclaration,Agnès,Buzyn,2018-09-03T12:00:00Z,SOCIÉTÉ,,207246
2941,"Interview de M. Sébastien Lecornu, secrétaire d'Etat auprès du ministre de la transition écologique et solidaire, avec Europe 1 le 3 septembre 2018, sur la démission de Nicolas Hulot du gouvernement et la politique de l'environnement.",https://www.vie-publique.fr/discours/206654-interview-de-m-sebastien-lecornu-secretaire-detat-aupres-du-ministre,Interview,Sébastien,Lecornu,2018-09-03T12:00:00Z,SOCIÉTÉ,,206654
2942,"Entretien de Mme Nathalie Loiseau, ministre des affaires européennes, dans ""L'Indépendant"" du 3 septembre 2018, sur les consultations citoyennes concernant l'Europe, la politique de solidarité et de cohésion européenne et sur la question de la Catalogne espagnole.",https://www.vie-publique.fr/discours/206649-entretien-de-mme-nathalie-loiseau-ministre-des-affaires-europeennes-da,Entretien,Nathalie,Loiseau,2018-09-03T12:00:00Z,INTERNATIONAL,,206649
2943,"Entretien de Mme Nathalie Loiseau, ministre des affaires européennes, avec France Bleue Rousillon le 3 septembre 2018, sur la proposition d'un salaire minimum européen.",https://www.vie-publique.fr/discours/206648-entretien-de-mme-nathalie-loiseau-ministre-des-affaires-europeennes-av,Entretien,Nathalie,Loiseau,2018-09-03T12:00:00Z,ECONOMIE,,206648
2944,"Déclaration de Mme Geneviève Darrieusecq, secrétaire d'Etat auprès de la ministre des armées, sur la rentrée scolaire au Prytanée national militaire, à La Flèche le 3 septembre 2018.",https://www.vie-publique.fr/discours/206742-declaration-de-mme-genevieve-darrieusecq-secretaire-detat-aupres-de-la,Déclaration,Geneviève,Darrieussecq,2018-09-03T12:00:00Z,SOCIÉTÉ,,206742
2945,"Entretien de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, avec France Inter le 2 septembre 2018, sur le conflit syrien, les relations internationales, l'accord relatif au nucléaire iranien et sur la construction européenne.",https://www.vie-publique.fr/discours/206646-entretien-de-m-jean-yves-le-drian-ministre-de-leurope-et-des-affaires,Entretien,Jean-Yves,Le Drian,2018-09-02T12:00:00Z,INTERNATIONAL,,206646
2946,"Déclaration conjointe des Etats-Unis, de la France, de l'Italie et du Royaume-Uni sur la situation à Tripoli (Libye), le 1er septembre 2018.",https://www.vie-publique.fr/discours/206645-declaration-conjointe-des-etats-unis-de-la-france-de-litalie-et-du-ro,Déclaration,Ministère,de l'Europe et des Affaires étrangères,2018-09-01T12:00:00Z,INTERNATIONAL,,206645
2947,"Interview de M. Sébastien Lecornu, secrétaire d'Etat auprès du ministre de la transition écologique et solidaire, avec France 2 le 31 août 2018, sur le prélèvement à la source, la démission de Nicolas Hulot du gouvernement et sur la politique de l'environnement.",https://www.vie-publique.fr/discours/206643-interview-de-m-sebastien-lecornu-secretaire-detat-aupres-du-ministre,Interview,Sébastien,Lecornu,2018-08-31T12:00:00Z,INSTITUTIONS,,206643
2948,"Interview de M. Stéphane Travert, ministre de l'agriculture et de l'alimentation, avec Europe 1 le 31 août 2018, sur la démission de Nicolas Hulot du gouvernement, la politique agricole et sur le conflit entre pêcheurs français et anglais concernant la coquille Saint-Jacques.",https://www.vie-publique.fr/discours/206644-interview-de-m-stephane-travert-ministre-de-lagriculture-et-de-lalim,Interview,Stéphane,Travert,2018-08-31T12:00:00Z,INSTITUTIONS,,206644
2949,"Interview de Mme Sophie Cluzel, secrétaire d'Etat aux personnes handicapées à France Bleu le 30 août 2018, sur l'accueil des enfants handicapés à l'école.",https://www.vie-publique.fr/discours/207096-interview-de-mme-sophie-cluzel-secretaire-detat-aux-personnes-handicap,Interview,Sophie,Cluzel,2018-08-30T12:00:00Z,SOCIÉTÉ,,207096
2950,"Déclaration de M. Emmanuel Macron, Président de la République, sur la construction européenne, à Helsinki le 30 août 2018.",https://www.vie-publique.fr/discours/206641-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-la-co,Déclaration,Emmanuel,Macron,2018-08-30T12:00:00Z,INTERNATIONAL,,206641
2951,"Interview de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation à France Culture le 30 août 2018, sur la rentrée universitaire et la politique de la recherche.",https://www.vie-publique.fr/discours/206676-interview-de-mme-frederique-vidal-ministre-de-lenseignement-superieur,Interview,Frédérique,Vidal,2018-08-30T12:00:00Z,SOCIÉTÉ,,206676
2952,"Déclaration franco-finlandaise sur la défense européenne, le 30 août 2018.",https://www.vie-publique.fr/discours/206634-declaration-franco-finlandaise-sur-la-defense-europeenne-le-30-aout-201,Déclaration,Présidence,de la République,2018-08-30T12:00:00Z,INTERNATIONAL,,206634
2953,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur l'accord avec l'Iran relatif au nucléaire, à Vienne le 30 août 2018.",https://www.vie-publique.fr/discours/206635-declaration-de-m-jean-yves-le-drian-ministre-de-leurope-et-des-affair,Déclaration,Jean-Yves,Le Drian,2018-08-30T12:00:00Z,INTERNATIONAL,,206635
2954,"Entretien de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, avec Europe 1 le 30 août 2018, sur la construction européenne, la question migratoire et sur la démission de Nicolas Hulot du gouvernement.",https://www.vie-publique.fr/discours/206636-entretien-de-m-jean-baptiste-lemoyne-secretaire-detat-aupres-du-minis,Entretien,Jean-Baptiste,Lemoyne,2018-08-30T12:00:00Z,INTERNATIONAL,,206636
2955,"Interview de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, avec France Info le 30 août 2018, sur les Français et les réformes, la démission de Nicolas Hulot du gouvernement, les enquêtes concernant des membres de la majorité et sur la situation dans les prisons.",https://www.vie-publique.fr/discours/206638-interview-de-mme-nicole-belloubet-garde-des-sceaux-ministre-de-la-just,Interview,Nicole,Belloubet,2018-08-30T12:00:00Z,INSTITUTIONS,,206638
2956,"Interview de M. Bruno Le Maire, ministre de l'économie et des finances, avec Radio Classique le 30 août 2018, sur les Français et les réformes, la démission de Nicolas Hulot du gouvernement, l'énergie nucléaire, les évolutions de La Poste, la diminution du nombre de fonctionnaires et l'amélioration du pouvoir d'achat des salariés.",https://www.vie-publique.fr/discours/206639-interview-de-m-bruno-le-maire-ministre-de-leconomie-et-des-finances,Interview,Bruno,Le Maire,2018-08-30T12:00:00Z,INSTITUTIONS,,206639
2957,"Déclaration de M. Emmanuel Macron, Président de la République, sur la défense européenne, à Helsinki le 30 août 2018.",https://www.vie-publique.fr/discours/206642-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-la-de,Déclaration,Emmanuel,Macron,2018-08-30T12:00:00Z,INTERNATIONAL,,206642
2958,"Interview de M. Benjamin Griveaux, secrétaire dEtat, porte-parole du Gouvernement, à France 2 le 30 août 2018, sur l'évocation par le président Macron des ""Gaulois réfractaires"" au changement et la mise en oeuvre du prélèvement à la source.",https://www.vie-publique.fr/discours/206808-interview-de-m-benjamin-griveaux-secretaire-detat-porte-parole-du-go,Interview,Benjamin,Griveaux,2018-08-30T12:00:00Z,INSTITUTIONS,,206808
2959,"Déclaration de M. Jean-Michel Blanquer, ministre de l'éducation nationale, sur la rentrée scolaire 2018 et la meilleure maitrise des savoirs fondamentaux pour les élèves.",https://www.vie-publique.fr/discours/207288-declaration-de-m-jean-michel-blanquer-ministre-de-leducation-national,Déclaration,Jean-Michel,Blanquer,2018-08-29T12:00:00Z,SOCIÉTÉ,,207288
2960,"Entretien de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, dans ""L'Yonne Républicaine"" du 29 août 2018, sur les relations entre le gouvernement et les territoires ruraux.",https://www.vie-publique.fr/discours/206633-entretien-de-m-jean-baptiste-lemoyne-secretaire-detat-aupres-du-minis,Entretien,Jean-Baptiste,Lemoyne,2018-08-29T12:00:00Z,INSTITUTIONS,,206633
2961,"Interview de Mme Marlène Schiappa, secrétaire d'Etat à l'égalité entre les femmes et les hommes à France-Info le 29 août 2018, sur la démission de Nicolas Hulot et l'égalité professionnelle femmes hommes.",https://www.vie-publique.fr/discours/207076-interview-de-mme-marlene-schiappa-secretaire-detat-legalite-entre-l,Interview,Marlène,Schiappa,2018-08-29T12:00:00Z,ECONOMIE,,207076
2962,"Interview de M. Gérald Darmanin, ministre de l'action et des comptes publics, avec Europe 1 le 29 août 2018, sur le prélévement à la source, la démission de Nicolas Hulot, la croissance économique et le déficit budgétaire.",https://www.vie-publique.fr/discours/206628-interview-de-m-gerald-darmanin-ministre-de-laction-et-des-comptes-pub,Interview,Gérald,Darmanin,2018-08-29T12:00:00Z,INSTITUTIONS,,206628
2963,"Déclaration de M. Edouard Philippe, Premier ministre, sur le cadrage du 11e programme des agences de l'eau (2019 - 2024) et la gestion des services d'eau et d'assainissement par les collectivités, à Chaillot le 29 août 2018.",https://www.vie-publique.fr/discours/206780-declaration-de-m-edouard-philippe-premier-ministre-sur-le-cadrage-du,Déclaration,Edouard,Philippe,2018-08-29T12:00:00Z,SOCIÉTÉ,,206780
2964,"Interview de M. Benjamin Griveaux, secrétaire dEtat, porte-parole du Gouvernement, à France Inter le 29 août 2018, sur la démission de Nicolas Hulot du Gouvernement.",https://www.vie-publique.fr/discours/206807-interview-de-m-benjamin-griveaux-secretaire-detat-porte-parole-du-go,Interview,Benjamin,Griveaux,2018-08-29T12:00:00Z,SOCIÉTÉ,,206807
2965,"Interview de M. Christophe Castaner, secrétaire d'Etat aux relations avec le Parlement, à France 2 le 29 août 2018, à propos de la démission de Nicolas Hulot du Gouvernement.",https://www.vie-publique.fr/discours/206806-interview-de-m-christophe-castaner-secretaire-detat-aux-relations-ave,Interview,Christophe,Castaner,2018-08-29T12:00:00Z,SOCIÉTÉ,,206806
2966,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur les défis et priorités de la politique étrangère de la France, à Paris le 29 août 2018.",https://www.vie-publique.fr/discours/206631-declaration-de-m-jean-yves-le-drian-ministre-de-leurope-et-des-affair,Déclaration,Jean-Yves,Le Drian,2018-08-29T12:00:00Z,INTERNATIONAL,,206631
2967,"Interview de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, avec RFI le 29 août 2018, sur la démission de Nicolas Hulot du gouvernement et sur la politique gouvernementale.",https://www.vie-publique.fr/discours/206632-interview-de-m-jean-baptiste-lemoyne-secretaire-detat-aupres-du-minis,Interview,Jean-Baptiste,Lemoyne,2018-08-29T12:00:00Z,INSTITUTIONS,,206632
2968,"Déclaration de M. Bruno Lemaire, ministre de l'économie et des finances, sur la politique économique du gouvernement, à Jouy-en-Josas le 29 août 2018.",https://www.vie-publique.fr/discours/206653-declaration-de-m-bruno-lemaire-ministre-de-leconomie-et-des-finances,Déclaration,Bruno,Le Maire,2018-08-29T12:00:00Z,ECONOMIE,,206653
2969,"Interview de Mme Agnès Buzyn, ministre des solidarités et de la santé à Radio Classique le 29 août 2018, sur le lancement du plan Pauvreté, l'exclusion sociale et les prestations sociales.",https://www.vie-publique.fr/discours/206677-interview-de-mme-agnes-buzyn-ministre-des-solidarites-et-de-la-sante,Interview,Agnès,Buzyn,2018-08-29T12:00:00Z,SOCIÉTÉ,,206677
2970,"Déclaration conjointe sur le renforcement de la coopération au développement franco-danoise, avec une attention particulière accordée au Sahel, le 29 août 2018.",https://www.vie-publique.fr/discours/206696-declaration-conjointe-sur-le-renforcement-de-la-cooperation-au-developpe,Déclaration,Ministère,de l'Europe et des Affaires étrangères,2018-08-29T12:00:00Z,INTERNATIONAL,,206696
2971,"Interview de Mme Marlène Schiappa, secrétaire d'Etat à l'égalité entre les femmes et les hommes à Radio Classique le 28 août 2018, sur les viols et les violences faites aux femmes et les déclarations du pape François.",https://www.vie-publique.fr/discours/207071-interview-de-mme-marlene-schiappa-secretaire-detat-legalite-entre-l,Interview,Marlène,Schiappa,2018-08-28T12:00:00Z,SOCIÉTÉ,,207071
2972,"Déclaration de M. Emmanuel Macron, Président de la République, sur les relations franco-danoises et la construction européenne, à Copenhague le 28 août 2018.",https://www.vie-publique.fr/discours/206637-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-r,Déclaration,Emmanuel,Macron,2018-08-28T12:00:00Z,INTERNATIONAL,,206637
2973,"Déclaration de Mme Florence Parly, ministre des armées, sur les efforts en faveur de l'industrie d'armement, à Jouy-en-Josas le 28 août 2018.",https://www.vie-publique.fr/discours/206627-declaration-de-mme-florence-parly-ministre-des-armees-sur-les-efforts,Déclaration,,,2018-08-28T12:00:00Z,INTERNATIONAL,,206627
2974,"Entretien de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, avec France Info le 28 août 2018, sur l'Union européenne face au défi migratoire.",https://www.vie-publique.fr/discours/206626-entretien-de-m-jean-baptiste-lemoyne-secretaire-detat-aupres-du-minis,Entretien,Jean-Baptiste,Lemoyne,2018-08-28T12:00:00Z,SOCIÉTÉ,,206626
2975,"Interview de M. Nicolas Hulot, ministre de la transition écologique et solidaire, avec France Inter le 28 août 2018, sur l'annonce de sa démission du gouvernement et sur les défis environnementaux.",https://www.vie-publique.fr/discours/206625-interview-de-m-nicolas-hulot-ministre-de-la-transition-ecologique-et-s,Interview,Nicolas,Hulot,2018-08-28T12:00:00Z,SOCIÉTÉ,,206625
2976,"Interview de M. Olivier Dussopt, secrétaire d'Etat auprès du ministre de l'action et des comptes publics, avec Sud Radio le 28 août 2018, sur les chasseurs, les pensions de retraite, la baisse des dépenses publiques et sur le Parti socialiste.",https://www.vie-publique.fr/discours/206624-interview-de-m-olivier-dussopt-secretaire-detat-aupres-du-ministre-de,Interview,Olivier,Dussopt,2018-08-28T12:00:00Z,INSTITUTIONS,,206624
2977,"Interview de Mme Muriel Pénicaud, ministre du travail à Europe 1 le 28 août 2018, sur les réformes du code du travail, la réforme de l'assurance chômage et la loi Avenir professionnel.",https://www.vie-publique.fr/discours/206675-interview-de-mme-muriel-penicaud-ministre-du-travail-europe-1-le-28,Interview,Muriel,Penicaud,2018-08-28T12:00:00Z,INSTITUTIONS,,206675
2978,"Interview de M. Benjamin Griveaux, secrétaire dEtat, porte-parole du Gouvernement, à BFM TV le 28 août 2018, sur la démission de Nicolas Hulot du gouvernement, les priorités du budget pour 2019 en faveur du travail et l'élection européenne.",https://www.vie-publique.fr/discours/206605-interview-de-m-benjamin-griveaux-secretaire-detat-porte-parole-du-go,Interview,Benjamin,Griveaux,2018-08-28T12:00:00Z,INSTITUTIONS,,206605
2979,"Déclaration de M. Edouard Philippe, Premier ministre, sur les grandes orientations de la politique économique et budgétaire, à Jouy-en-Josas le 28 août 2018.",https://www.vie-publique.fr/discours/206778-declaration-de-m-edouard-philippe-premier-ministre-sur-les-grandes-or,Déclaration,Edouard,Philippe,2018-08-28T12:00:00Z,ECONOMIE,,206778
2980,"Déclaration de M. Edouard Philippe, Premier ministre, sur les priorités du budget du ministère de l'Europe et des Affaires étrangères pour 2019, à Paris le 28 août 2018.",https://www.vie-publique.fr/discours/206776-declaration-de-m-edouard-philippe-premier-ministre-sur-les-priorites,Déclaration,Edouard,Philippe,2018-08-28T12:00:00Z,INSTITUTIONS,,206776
2981,"Déclaration franco-danoise sur la sécurité européenne, le 28 août 2018.",https://www.vie-publique.fr/discours/206694-declaration-franco-danoise-sur-la-securite-europeenne-le-28-aout-2018,Déclaration,Ministère,de l'Europe et des Affaires étrangères,2018-08-28T12:00:00Z,INTERNATIONAL,,206694
2982,"Interview de M. Gérald Darmanin, ministre de l'action et des comptes publics, avec BFMTV le 27 août 2018, sur la politique économique du gouvernement.",https://www.vie-publique.fr/discours/206614-interview-de-m-gerald-darmanin-ministre-de-laction-et-des-comptes-pub,Interview,Gérald,Darmanin,2018-08-27T12:00:00Z,ECONOMIE,,206614
2983,"Interview de M. Bruno Le Maire, ministre de l'économie et des finances, avec RTL le 27 août 2018, sur la politique économique du gouvernement.",https://www.vie-publique.fr/discours/206620-interview-de-m-bruno-le-maire-ministre-de-leconomie-et-des-finances,Interview,Bruno,Le Maire,2018-08-27T12:00:00Z,ECONOMIE,,206620
2984,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur les efforts en faveur des exportations, à Paris le 27 août 2018.",https://www.vie-publique.fr/discours/206616-declaration-de-m-jean-yves-le-drian-ministre-de-leurope-et-des-affair,Déclaration,Jean-Yves,Le Drian,2018-08-27T12:00:00Z,INTERNATIONAL,,206616
2985,"Interview de M. Stéphane Travert, ministre de l'agriculture et de l'alimentation, avec Radio Classique le 27 août 2018, sur la baisse de popularité du président de la République, le budget, les chasseurs, la politique agricole et sur François Hollande.",https://www.vie-publique.fr/discours/206623-interview-de-m-stephane-travert-ministre-de-lagriculture-et-de-lalim,Interview,Stéphane,Travert,2018-08-27T12:00:00Z,INSTITUTIONS,,206623
2986,"Déclaration de M. Emmanuel Macron, Président de la République, sur les défis et priorités de la politique étrangère de la France, à Paris le 27 août 2018.",https://www.vie-publique.fr/discours/206622-declaration-de-m-emmanuel-macron-president-de-la-republique-sur-les-d,Déclaration,Emmanuel,Macron,2018-08-27T12:00:00Z,INTERNATIONAL,,206622
2987,"Entretien de Mme Nathalie Loiseau, ministre des affaires européennes, dans ""L'Opinion"" du 27 août 2018, sur l'Union européenne face au défi migratoire et sur les élections européennes de 2019.",https://www.vie-publique.fr/discours/206621-entretien-de-mme-nathalie-loiseau-ministre-des-affaires-europeennes-da,Entretien,Nathalie,Loiseau,2018-08-27T12:00:00Z,INTERNATIONAL,,206621
2988,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur le décés du sénateur américain John McCain, à Paris le 26 août 2018.",https://www.vie-publique.fr/discours/206610-declaration-de-m-jean-yves-le-drian-ministre-de-leurope-et-des-affair,Déclaration,Jean-Yves,Le Drian,2018-08-26T12:00:00Z,INTERNATIONAL,,206610
2989,"Interview de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, avec BFMTV le 23 août 2018, sur la libération par erreur d'un homme soupçonné de terrorisme, le budget de la Justice, la situation dans les prisons, l'évasion d'un détenu considéré comme dangereux et sur la réforme constitutionnelle.",https://www.vie-publique.fr/discours/206583-interview-de-mme-nicole-belloubet-garde-des-sceaux-ministre-de-la-just,Interview,Nicole,Belloubet,2018-08-23T12:00:00Z,INSTITUTIONS,,206583
2990,"Déclaration de M. Gérard Collomb, ministre de l'intérieur, sur le rôle des policiers résistants dans la Libération de Paris en août 1944, à Paris le 23 août 2018.",https://www.vie-publique.fr/discours/206589-declaration-de-m-gerard-collomb-ministre-de-linterieur-sur-le-role-d,Déclaration,Gérard,Collomb,2018-08-23T12:00:00Z,SOCIÉTÉ,,206589
2991,"Interview de M. Julien Denormandie, secrétaire d'Etat auprès du ministre de la cohésion des territoires, avec Europe 1 le 23 août 2018, sur la lutte contre les marchands de sommeil, l'aide personnalisée au logement et sur les logements pour les étudiants.",https://www.vie-publique.fr/discours/206584-interview-de-m-julien-denormandie-secretaire-detat-aupres-du-ministre,Interview,Julien,Denormandie,2018-08-23T12:00:00Z,SOCIÉTÉ,,206584
2992,"Interview de M. Stéphane Travert, ministre de l'agriculture et de l'alimentation, avec RTL le 23 août 2018, sur le glyphosate, l'agriculture biologique, les abattoirs clandestins, les prix agricoles et sur les budgets de la PAC et du ministère de l'agriculture et de l'alimentation.",https://www.vie-publique.fr/discours/206585-interview-de-m-stephane-travert-ministre-de-lagriculture-et-de-lalim,Interview,Stéphane,Travert,2018-08-23T12:00:00Z,ECONOMIE,,206585
2993,"Interview de Mme Agnès Buzyn, ministre des solidarités et de la santé sur le site internet de la République En Marche ! le 22 août 2018, sur l'Etat providence et les valeurs de la République.",https://www.vie-publique.fr/discours/207250-interview-de-mme-agnes-buzyn-ministre-des-solidarites-et-de-la-sante-su,Interview,Agnès,Buzyn,2018-08-22T12:00:00Z,INSTITUTIONS,,207250
2994,"Interview de M. Jacques Mézard, ministre de la cohésion des territoires, avec LCI le 22 août 2018, sur la lutte contre les marchands de sommeil, le logement social, le budget consacé à la politique de la ville et sur la président de la République.",https://www.vie-publique.fr/discours/206569-interview-de-m-jacques-mezard-ministre-de-la-cohesion-des-territoires,Interview,Jacques,Mézard,2018-08-22T12:00:00Z,SOCIÉTÉ,,206569
2995,"Interview de Mme Nathalie Loiseau, ministre des affaires européennes, avec Europe 1 le 22 août 2018, sur l'Union européenne face au défi migratoire, l'effondrement d'un viaduc à Gênes en Italie, la construction européenne et sur le budget du ministère de l'Europe et des affaires étrangères.",https://www.vie-publique.fr/discours/206568-interview-de-mme-nathalie-loiseau-ministre-des-affaires-europeennes-av,Interview,Nathalie,Loiseau,2018-08-22T12:00:00Z,INTERNATIONAL,,206568
2996,"Interview de M. Julien Denormandie, secrétaire d'Etat auprès du ministre de la cohésion des territoires, avec BFMTV le 22 août 2018, sur le déploiement du numérique, la politique du logement et sur l'affaire du chargé de mission accusé de violences contre des manifestants à Paris le 1er mai.",https://www.vie-publique.fr/discours/206567-interview-de-m-julien-denormandie-secretaire-detat-aupres-du-ministre,Interview,Julien,Denormandie,2018-08-22T12:00:00Z,SOCIÉTÉ,,206567
2997,"Interview de M. Mounir Mahjoubi, secrétaire d'Etat au numérique à RTL le 22 août 2018, sur l'économie numérique et les services publics en ligne.",https://www.vie-publique.fr/discours/206581-interview-de-m-mounir-mahjoubi-secretaire-detat-au-numerique-rtl-le,Interview,Mounir,Mahjoubi,2018-08-22T12:00:00Z,SOCIÉTÉ,,206581
2998,"Interview de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation à France-Inter le 22 août 2018, sur les difficultés du système d'inscription à l'université (Parcoursup) et la rentrée scolaire et universitaire.",https://www.vie-publique.fr/discours/206582-interview-de-mme-frederique-vidal-ministre-de-lenseignement-superieur,Interview,Frédérique,Vidal,2018-08-22T12:00:00Z,SOCIÉTÉ,,206582
2999,"Déclaration des Etats-Unis, du Royaume-Uni et de la France à l'occasion du cinquième anniversaire de l'attaque à l'arme chimique de la Ghouta (Syrie), le 22 août 2018.",https://www.vie-publique.fr/discours/206588-declaration-des-etats-unis-du-royaume-uni-et-de-la-france-loccasion,Déclaration,Ministère,de l'Europe et des Affaires étrangères,2018-08-22T12:00:00Z,INTERNATIONAL,,206588
3000,"Interview de M. Jean-Baptiste Lemoyne, secrétaire d'Etat auprès du ministre de l'Europe et des affaires étrangères, dans ""Le Moniteur du commerce international"" du 22 août 2018, sur les efforts en faveur du commerce extérieur.",https://www.vie-publique.fr/discours/206664-interview-de-m-jean-baptiste-lemoyne-secretaire-detat-aupres-du-minis,Interview,Jean-Baptiste,Lemoyne,2018-08-22T12:00:00Z,INTERNATIONAL,,206664
