,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
0,"Déclaration de Mme Brune Poirson, secrétaire d'État auprès de la ministre de la Transition écologique et solidaire, en réponse à une question sur les conséquences du réchauffement climatique et l'objectif de neutralité carbone d'ici à 2050.",https://www.vie-publique.fr/discours/272458-brune-poirson-3122019-consequences-du-rechauffement-climatique,Déclaration,Brune,Poirson,2019-12-03T12:00:00Z,SOCIÉTÉ,Secrétaire d'Etat auprès du ministre de la transition écologique et solidaire,272458
1,"Déclaration de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, sur les nouvelles modalités du régime de retraite notamment pour les enseignants, Paris le 3 décembre 2019.",https://www.vie-publique.fr/discours/272635-jean-michel-blanquer-3122019-nouvelles-modalites-du-regime-de-retraite,Déclaration,Jean-Michel,Blanquer,2019-12-03T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272635
2,"Déclarations de M. Bruno Le Maire, ministre de l'économie et des finances et Mme Marlène Schiappa, secrétaire d'État à l'égalité entre les femmes et les hommes et à la lutte contre les discriminations, sur l'égalité entre les femmes et les hommes dans l'économie, à Paris le 3 décembre 2019.",https://www.vie-publique.fr/discours/272488-bruno-le-maire-03122019-egalite-entre-les-femmes-et-les-hommes,Déclarations,Bruno,Le Maire,2019-12-03T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances Marlène Schiappa,272488
3,"Extraits d'un entretien de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, avec Europe 1 le 2 décembre 2019, sur l'intervention militaire au Mali, l'OTAN et les relations entre la France et la Turquie.",https://www.vie-publique.fr/discours/272186-entretien-jean-baptiste-lemoyne-02122019-politique-etrangere,Extraits,Jean-Baptiste,Lemoyne,2019-12-02T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères,272186
4,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, à RTL le 2 décembre 2019, sur la rémunération des enseignants et la réforme des retraites.",https://www.vie-publique.fr/discours/272235-jean-michel-blanquer-2122019-reforme-des-retraites-enseignants,Interview,Jean-Michel,Blanquer,2019-12-02T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272235
5,"Déclaration de M. Emmanuel Macron, président de la République, en hommage aux treize militaires morts pour la France en opération au Mali, à Paris le 2 décembre 2019.",https://www.vie-publique.fr/discours/272165-emmanuel-macron-02122019-france-mali,Déclaration,Emmanuel,Macron,2019-12-02T12:00:00Z,INTERNATIONAL,Président de la République,272165
6,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur l'industrie automobile, à Paris le 2 décembre 2019.",https://www.vie-publique.fr/discours/272163-bruno-le-maire-02122019-industrie-automobile,Déclaration,Bruno,Le Maire,2019-12-02T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,272163
7,"Interview de M. Bruno Le Maire, ministre de l'économie et des finances, à France Inter le 2 décembre 2019, sur la réforme des retraites.",https://www.vie-publique.fr/discours/272162-bruno-le-maire-02122019-retraite,Interview,Bruno,Le Maire,2019-12-02T12:00:00Z,SOCIÉTÉ,Ministre de l'économie et des finances Léa Salame,272162
8,"Interview de M. Julien Denormandie, ministre chargé de la ville et du logement, à Radio Classique le 2 décembre 2019, sur la réforme des retraites.",https://www.vie-publique.fr/discours/272161-julien-denormandie-02122019-retraite,Interview,Julien,Denormandie,2019-12-02T12:00:00Z,SOCIÉTÉ,Ministre chargé de la ville et du logement Guillaume Durand,272161
9,"Déclaration conjointe de la France, de l'Allemagne et du Royaume-Uni sur l'Iran, le 30 novembre 2019.",https://www.vie-publique.fr/discours/272152-ministere-de-leurope-et-des-affaires-etrangeres-30112019-iran,Déclaration,Ministère,de l'Europe et des Affaires étrangères,2019-11-30T12:00:00Z,INTERNATIONAL,,272152
10,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur les défis et priorités de la politique étrangère de la France, à l'Assemblée nationale le 29 novembre 2019.",https://www.vie-publique.fr/discours/272487-jean-yves-le-drian-29112019-politique-etrangere,Déclaration,Jean-Yves,Le Drian,2019-11-29T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,272487
11,"Interview de M. Franck Riester, ministre de la culture, à BFMTV le 29 novembre 2019, sur la réforme des retraites et le futur projet de loi de l'audiovisuel.",https://www.vie-publique.fr/discours/272309-franck-riester-29112019-futur-projet-de-loi-de-laudiovisuel,Interview,Franck,Riester,2019-11-29T12:00:00Z,,Ministre de la culture,272309
12,"Interview de M. Jean-Paul Delevoye, haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé, à LCI le 29 novembre 2019, sur les propositions pour la réforme des retraites.",https://www.vie-publique.fr/discours/272380-jean-paul-delevoye-29112019-propositions-pour-la-reforme-des-retraites,Interview,Jean-Paul,Delevoye,2019-11-29T12:00:00Z,SOCIÉTÉ,"Haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé",272380
13,"Déclaration de M. Bruno Le Maire, ministre de l'Economie et des Finances, sur la lutte contre le réchauffement climatique, à Paris le 29 novembre 2019.",https://www.vie-publique.fr/discours/272147-bruno-le-maire-29112019-climat,Déclaration,Bruno,Le Maire,2019-11-29T12:00:00Z,,Ministre de l'économie et des finances,272147
14,"Interview de Mme Agnès Pannier-Runacher, secrétaire d'État auprès du ministre de l'économie et des finances, à France 2 le 29 novembre 2019, sur le Black Friday, la réforme des retraites et les produits made in France.",https://www.vie-publique.fr/discours/272127-agnes-pannier-runacher-29112019-politique-economique,Interview,Agnès,Pannier-Runacher,2019-11-29T12:00:00Z,ECONOMIE,Secrétaire d'État auprès du ministre de l'économie et des finances Guillaume Daret,272127
15,"Interview de M. Olivier Dussopt, secrétaire d'État auprès du ministre de l'action et des comptes publics, à CNews le 28 novembre 2019, sur la réforme des retraites.",https://www.vie-publique.fr/discours/272123-olivier-dussopt-28112019-retraite,Interview,Olivier,Dussopt,2019-11-28T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'action et des comptes publics Gérard Leclerc,272123
16,"Déclaration de Mme Agnès Buzyn, ministre des solidarités et de la santé, sur le virage du numérique dans la santé dans le cadre du plan ""Ma Santé 2022"" et la cybersécurité en santé, à Paris le 28 novembre 2019.",https://www.vie-publique.fr/discours/272300-agnes-buzyn-28112019-ma-sante-2022-cybersecurite,Déclaration,Agnès,Buzyn,2019-11-28T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272300
17,"Interview de Mme Brune Poirson, secrétaire d'État auprès de la ministre de la Transition écologique et solidaire, à RMC le 28 novembre 2019, sur le phénomène du Black Friday et ses projets concernant l'élection municipale.",https://www.vie-publique.fr/discours/272457-brune-poirson-28112019-black-friday-elections-municipales-avignon,Interview,Brune,Poirson,2019-11-28T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre de la Transition écologique et solidaire,272457
18,"Interview de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, à Europe 1 le 28 novembre 2019, notamment sur les investissements des banques en faveur de la transition écologique, le Black Friday et la réforme des retraites.",https://www.vie-publique.fr/discours/272437-elisabeth-borne-28112019-banques-transition-ecologique-retraites,Interview,Elisabeth,Borne,2019-11-28T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272437
19,"Déclaration de M. Emmanuel Macron, président de la République, sur l'OTAN, à Paris le 28 novembre 2019.",https://www.vie-publique.fr/discours/272125-emmanuel-macron-28112019-otan,Déclaration,Emmanuel,Macron,2019-11-28T12:00:00Z,INTERNATIONAL,Président de la République,272125
20,"Déclaration de Mme Annick Girardin, ministre des outre-mer, sur les efforts du gouvernement en faveur de la Guyane, à Cayenne le 28 novembre 2019.",https://www.vie-publique.fr/discours/272144-annick-girardin-28112019-guyane,Déclaration,Annick,Girardin,2019-11-28T12:00:00Z,INSTITUTIONS,Ministre des outre-mer,272144
21,"Déclaration de M. Christophe Castaner, ministre de l'intérieur, sur la lutte contre l'islamisme et le repli communautaire, à Paris le 28 novembre 2019.",https://www.vie-publique.fr/discours/272143-christophe-castaner-28112019-islamisme,Déclaration,Christophe,Castaner,2019-11-28T12:00:00Z,SOCIÉTÉ,Ministre de l'intérieur,272143
22,"Interview de M. Laurent Nunez, secrétaire d'État auprès du ministre de l'intérieur, à RTL le 28 novembre 2019, sur la lutte contre l'islamisme et le repli communautaire.",https://www.vie-publique.fr/discours/272126-laurent-nunez-28112019-islamisme,Interview,Laurent,Nunez,2019-11-28T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'intérieur Yves Calvi,272126
23,"Déclaration de Mme Sophie Cluzel, secrétaire d'État aux personnes handicapées, sur le rôle essentiel que jouent les établissements non lucratifs dans le système de santé, Marseille le 28 novembre 2019.",https://www.vie-publique.fr/discours/272906-sophie-cluzel-28112019-etablissements-non-lucratifs-systeme-de-sante,Déclaration,Sophie,Cluzel,2019-11-28T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux personnes handicapées,272906
24,"Déclaration de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, sur la réforme de la justice des mineurs, à Paris le 28 novembre 2019.",https://www.vie-publique.fr/discours/272184-nicole-belloubet-28112019-justice-des-mineurs,Déclaration,Nicole,Belloubet,2019-11-28T12:00:00Z,SOCIÉTÉ,Ministre de la justice,272184
25,"Interview de Mme Marlène Schiappa, secrétaire d'État à l'égalité entre les femmes et les hommess, à France Inter, sur la levée du secret médical en cas de violences conjugales et le budget des droits des femmes.",https://www.vie-publique.fr/discours/272382-marlene-schiappa-26112019-levee-du-secret-medical-violence-conjugale,Interview,Marlène,Schiappa,2019-11-27T12:00:00Z,SOCIÉTÉ,Secrétaire d'État à l'égalité entre les femmes et les hommes,272382
26,"Déclaration de Mme Geneviève Darrieussecq, secrétaire d'État auprès de la ministre des armées, en réponse à une question sur l'intervention française au Mali, au Sénat le 27 novembre 2019.",https://www.vie-publique.fr/discours/272240-genevieve-darrieussecq-27112019-france-mali,Déclaration,Geneviève,Darrieussecq,2019-11-27T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès de la ministre des armées,272240
27,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à France Info le 27 novembre 2019, sur les 13 militaires français morts au Mali dans un accident d'hélicoptère et l'appel à la grève contre la réforme des retraites.",https://www.vie-publique.fr/discours/272254-sibeth-ndiaye-27112019-deces-militaires-mali-appel-greve-retraites,Interview,Sibeth,Ndiaye,2019-11-27T12:00:00Z,"SOCIÉTÉ
INTERNATIONAL","Secrétaire d'État, porte-parole du gouvernement",272254
28,"Déclaration de M. Édouard Philippe, Premier ministre, sur la réforme des régimes de retraite, à Paris le 27 novembre 2019.",https://www.vie-publique.fr/discours/272257-edouard-philippe-27112019-reforme-des-regimes-de-retraite,Déclaration,Edouard,Philippe,2019-11-27T12:00:00Z,SOCIÉTÉ,Premier ministre,272257
29,"Interview de M. Didier Guillaume, ministre de l'agriculture et de l'alimentation, à Europe 1 le 27 novembre 2019, sur les manifestations d'agriculteurs, la loi Egalim, le traité avec le Mercosur et les arrêtés anti-pesticides.",https://www.vie-publique.fr/discours/272100-didier-guillaume-27112019-politique-agricole,Interview,Didier,Guillaume,2019-11-27T12:00:00Z,ECONOMIE,Ministre de l'agriculture et de l'alimentation,272100
30,"Déclaration de M. Édouard Philippe, Premier ministre, en réponse à une question sur le décès de treize militaires au Mali, au Sénat le 27 novembre 2019.",https://www.vie-publique.fr/discours/272259-edouard-philippe-27112019-intervention-au-mali-deces-militaires,Déclaration,Edouard,Philippe,2019-11-27T12:00:00Z,INTERNATIONAL,Premier ministre,272259
31,"Déclaration de Mme Florence Parly, ministre des armées, en réponse à une question sur la lutte contre le terrorisme et l'intervention de la France au Mali, à l'Assemblée nationale le 26 novembre 2019.",https://www.vie-publique.fr/discours/272138-florence-parly-26112019-france-mali,Déclaration,Florence,Parly,2019-11-26T12:00:00Z,INTERNATIONAL,Ministre des armées,272138
32,"Déclaration de Mme Frédérique Vidal, ministre de l'enseignement supérieur, de la recherche et de l'innovation, sur l'histoire du CNRS, la loi de programmation de la recherche, et son hommage à Thomas Ebbesen, Paris le 3 décembre 2019.",https://www.vie-publique.fr/discours/272433-frederique-vidal-3122019-cnrs-hommage-thomas-ebbesen,Déclaration,Frédérique,Vidal,2019-11-26T12:00:00Z,SOCIÉTÉ,"Ministre de l'enseignement supérieur, de la recherche et de l'innovation",272433
33,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur le tourisme en Provence Alpes Côte d'Azur, à Marseille le 26 novembre 2019.",https://www.vie-publique.fr/discours/272134-jean-yves-le-drian-26112019-tourisme,Déclaration,Jean-Yves,Le Drian,2019-11-26T12:00:00Z,ECONOMIE,Ministre de l'Europe et des affaires étrangères,272134
34,"Déclaration de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur la coopération entre les deux rives de la Méditerranée, à Marseille le 26 novembre 2019.",https://www.vie-publique.fr/discours/272133-jean-yves-le-drian-26112019-ue-pays-mediterraneens,Déclaration,Jean-Yves,Le Drian,2019-11-26T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,272133
35,"Déclaration à la presse de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, sur le décès de treize militaires français au Mali et la coopération euro-méditerranéenne, à Marseille le 26 novembre 2019.",https://www.vie-publique.fr/discours/272113-jean-yves-le-drian-26112019-france-mali,Déclaration,Jean-Yves,Le Drian,2019-11-26T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,272113
36,"Déclaration de M. Emmanuel Macron, président de la République, sur le CNRS et la politique de la recherche, à Paris le 26 novembre 2019.",https://www.vie-publique.fr/discours/272112-emmanuel-macron-26112019-cnrs,Déclaration,Emmanuel,Macron,2019-11-26T12:00:00Z,SOCIÉTÉ,Président de la République,272112
37,"Déclaration de Mme Florence Parly, ministre des armées, en réponse à une question sur la lutte contre le terrorisme et l'intervention militaire au Mali, à l'Assemblée nationale le 26 novembre 2019.",https://www.vie-publique.fr/discours/272139-florence-parly-26112019-france-mali,Déclaration,Florence,Parly,2019-11-26T12:00:00Z,INTERNATIONAL,Ministre des armées,272139
38,"Interview de Mme Brune Poirson, secrétaire d'État auprès de la ministre de la Transition écologique et solidaire, à France 2 le 26 novembre 2019, sur la prise en compte de la réalité des difficultés sociales et le phénomène du Black Friday.",https://www.vie-publique.fr/discours/272456-brune-poirson-26112019-realite-sociale-black-friday,Interview,Brune,Poirson,2019-11-26T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre de la Transition écologique et solidaire,272456
39,"Déclaration de M. Édouard Philippe, Premier ministre, en réponse à une question sur l'intervention de la France au Mali, à l'Assemblée nationale le 26 novembre 2019.",https://www.vie-publique.fr/discours/272258-edouard-philippe-26112019-intervention-france-mali,Déclaration,Edouard,Philippe,2019-11-26T12:00:00Z,,Premier ministre,272258
40,"Déclaration de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, sen réponse à une question sur la position de la France à propos de la situation à Hong Kong, à l'Assemblée nationale le 26 novembre 2019.",https://www.vie-publique.fr/discours/272256-sibeth-ndiaye-26112019-situation-hong-kong,Déclaration,Sibeth,Ndiaye,2019-11-26T12:00:00Z,"INSTITUTIONS
INTERNATIONAL","Secrétaire d'État, porte-parole du gouvernement",272256
41,"Déclaration de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, sur l'importance de l'éducation, l'impact du numérique sur l'école et la construction d'une histoire commune, Paris le 26 novembre 2019.",https://www.vie-publique.fr/discours/272632-jean-michel-blanquer-16112019-impact-du-numerique-sur-lecole,Déclaration,Jean-Michel,Blanquer,2019-11-26T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272632
42,"Déclaration de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, sur la réinsertion des personnes détenues, à Paris le 26 novembre 2019.",https://www.vie-publique.fr/discours/272597-nicole-belloubet-26112019-reinsertion-des-personnes-detenues,Déclaration,Nicole,Belloubet,2019-11-26T12:00:00Z,INSTITUTIONS,Ministre de la justice,272597
43,"Entretien de M. Jean-Yves Le Drian, ministre de l'Europe et des affaires étrangères, dans ""La Provence"" du 26 novembre 2019, sur la coopération entre les pays des deux côtés de la Méditerranée, l'OTAN, le conflit syrien et sur les relations franco-algériennes.",https://www.vie-publique.fr/discours/272099-entretien-jean-yves-le-drian-26112019-politique-etrangere,Entretien,Jean-Yves,Le Drian,2019-11-26T12:00:00Z,INTERNATIONAL,Ministre de l'Europe et des affaires étrangères,272099
44,"Interview de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, à BFMTV le 26 novembre 2019, sur les violences conjugales, la réinsertion après la prison, la réforme des retraites et les municipales de 2020.",https://www.vie-publique.fr/discours/272096-nicole-belloubet-26112019-politique-judiciaire,Interview,Nicole,Belloubet,2019-11-26T12:00:00Z,INSTITUTIONS,Ministre de la justice Apolline de Malherbe,272096
45,"Déclaration de M. Édouard Philippe, Premier ministre, sur les mesures destinées à prévenir les violences conjugales, à protéger les victimes et à prendre en charge les auteurs de violences, à Paris le 25 novembre 2019.",https://www.vie-publique.fr/discours/272098-edouard-philippe-25112019-cloture-grenelle-contre-violences-conjugales,Déclaration,Edouard,Philippe,2019-11-25T12:00:00Z,,Premier ministre,272098
46,"Interview de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, à BFM Business le 25 novembre 2019, sur les intempéries dans le sud-est et la poursuite de la concertation sur la réforme des régimes de retraite.",https://www.vie-publique.fr/discours/272436-elisabeth-borne-25112019-intemperies-sud-est-reforme-des-retraites,Interview,Elisabeth,Borne,2019-11-25T12:00:00Z,SOCIÉTÉ,Ministre de la transition écologique et solidaire,272436
47,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à LCI le 25 novembre 2019, sur l'organisation des transports dans la perspective de la grève contre la réforme des retraites.",https://www.vie-publique.fr/discours/272447-jean-baptiste-djebbari-25112019-organisation-transports-en-greve,Interview,Jean-Baptiste,Djebbari,2019-11-25T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux transports,272447
48,"Interview de Mme Emmanuelle Wargon, secrétaire d'État auprès de la ministre de la transition écologique et solidaire, à France Info le 25 novembre 2019, sur la réforme des retraites, l'économie circulaire, la COP25 et la chasse à la glue.",https://www.vie-publique.fr/discours/272638-emmanuelle-wargon-25112019-cop25-retraite-economie-circulaire-chasse,Interview,Emmanuelle,Wargon,2019-11-25T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,272638
49,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, sur l'action de l'Union européenne en matière d'aide au développement, à Bruxelles le 25 novembre 2019.",https://www.vie-publique.fr/discours/272066-jean-baptiste-lemoyne-25112019-aide-au-developpement,Déclaration,Jean-Baptiste,Lemoyne,2019-11-25T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères,272066
50,"Interview de Mme Agnès Pannier-Runacher, secrétaire d'État auprès du ministre de l'économie et des finances, à Radio Classique le 25 novembre 2019, sur le lancement de la 5G en France et sur l'usine sidérurgique Ascoval.",https://www.vie-publique.fr/discours/272068-agnes-pannier-runacher-25112019-5g,Interview,Agnès,Pannier-Runacher,2019-11-25T12:00:00Z,SOCIÉTÉ,Secrétaire d'État auprès du ministre de l'économie et des finances,272068
51,"Interview de Mme Marlène Schiappa, secrétaire d'État à l'égalité entre les femmes et les hommes, à BFMTV le 25 novembre, sur les mesures envisagées en conclusion du ""Grenelle des violences conjugales"".",https://www.vie-publique.fr/discours/272381-marlene-schiappa-25112019-conclusion-grenelle-des-violences-conjugales,Interview,Marlène,Schiappa,2019-11-25T12:00:00Z,SOCIÉTÉ,Secrétaire d'État à l'égalité entre les femmes et les hommes,272381
52,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à BFM TV le 22 novembre 2019, sur la situation sociale et l'appel à la grève contre la réforme des retraites.",https://www.vie-publique.fr/discours/272252-sibeth-ndiaye-22112019-situation-sociale-appel-greve-reforme-retraites,Interview,Sibeth,Ndiaye,2019-11-22T12:00:00Z,SOCIÉTÉ,"Secrétaire d'Etat, porte-parole du gouvernement",272252
53,"Interview de M. Jean-Michel Blanquer, ministre de l'éducation nationale et de la jeunesse, à France Bleu le 22 novembre 2019, sur la réforme du Bac, le plan pauvreté, la réforme des retraites et l'environnement.",https://www.vie-publique.fr/discours/272164-jean-michel-blanquer-22112019-bac-pauvrete-reforme-des-retraites,Interview,Jean-Michel,Blanquer,2019-11-22T12:00:00Z,SOCIÉTÉ,Ministre de l'éducation nationale et de la jeunesse,272164
54,"Interview de M. Jean-Baptiste Djebbari, secrétaire d'État aux transports, à BFM TV le 22 novembre 2019, sur la poursuite de la concertation avec les syndicats sur la réforme des retraites.",https://www.vie-publique.fr/discours/272446-jean-baptiste-djebbari-22112019-concertation-reforme-des-retraites,Interview,Jean-Baptiste,Djebbari,2019-11-22T12:00:00Z,SOCIÉTÉ,Secrétaire d'État aux transports,272446
55,"Interview de M. Gérald Darmanin, ministre de l'action et des comptes publics, à RTL le 22 novembre 2019, sur le plan pour l'hôpital, la réforme des retraites et la contestation sociale.",https://www.vie-publique.fr/discours/272063-gerald-darmanin-22112019-politique-gouvernementale,Interview,Gérald,Darmanin,2019-11-22T12:00:00Z,INSTITUTIONS,Ministre de l'action et des comptes publics,272063
56,"Déclaration de Mme Nicole Belloubet, garde des sceaux, ministre de la justice, sur le plan de lutte contre la radicalisation dans les quartiers, à Paris le 21 novembre 2019.",https://www.vie-publique.fr/discours/272013-nicole-belloubet-21112019-plan-de-lutte-contre-la-radicalisation,Déclaration,Nicole,Belloubet,2019-11-21T12:00:00Z,SOCIÉTÉ,Ministre de la justice,272013
57,"Déclaration de M. Jean-Baptiste Lemoyne, secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, sur l'Union européenne dans le commerce international, à Bruxelles le 21 novembre 2019.",https://www.vie-publique.fr/discours/272059-jean-baptiste-lemoyne-21112019-commerce-international,Déclaration,Jean-Baptiste,Lemoyne,2019-11-21T12:00:00Z,INTERNATIONAL,Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères,272059
58,"Déclaration de M. Gérald Darmanin, ministre de l'action et des comptes publics, sur le projet de loi de finances pour 2020, au Sénat le 21 novembre 2019.",https://www.vie-publique.fr/discours/272015-gerald-darmanin-21112019-budget-2020,Déclaration,Gérald,Darmanin,2019-11-21T12:00:00Z,ECONOMIE,Ministre de l'action et des comptes publics,272015
59,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur le projet de loi de finances pour 2020, au Sénat le 21 novembre 2019.",https://www.vie-publique.fr/discours/272016-bruno-le-maire-21112019-budget-2020,Déclaration,Bruno,Le Maire,2019-11-21T12:00:00Z,ECONOMIE,Ministre de l'économie et des finances,272016
60,"Déclaration de M. Bruno Le Maire, ministre de l'économie et des finances, sur les priorités de la politique du gouvernement, à Paris le 21 novembre 2019.",https://www.vie-publique.fr/discours/272017-bruno-le-maire-21112019-politique-gouvernementale,Déclaration,Bruno,Le Maire,2019-11-21T12:00:00Z,INSTITUTIONS,Ministre de l'économie et des finances,272017
61,"Interview de Mme Agnès Buzyn, ministre des solidarités et de la santé, à France Info le 21 novembre 2019, sur les mesures du plan pour l’hôpital public, la réforme des retraites et l'alcoolémie au volant.",https://www.vie-publique.fr/discours/272006-agnes-buzyn-21112019-plan-hopital-reforme-des-retraites-alcoolemie,Interview,Agnès,Buzyn,2019-11-21T12:00:00Z,SOCIÉTÉ,Ministre des solidarités et de la santé,272006
62,"Interview de Mme Muriel Pénicaud, ministre du travail, à France Bleu le 21 novembre 2019, sur le compte formation, la réforme des retraites et les mesures du plan pour l’hôpital public.",https://www.vie-publique.fr/discours/272005-muriel-penicaud-21112019-compte-formation-plan-hopital-retraites,Interview,Muriel,Penicaud,2019-11-21T12:00:00Z,SOCIÉTÉ,Ministre du travail,272005
63,"Déclaration de M. Franck Riester, ministre de la culture, sur le droit voisin des éditeurs et agences de presse à l'ère numérique, à Bruxelles le 21 novembre 2019.",https://www.vie-publique.fr/discours/272311-franck-riester-21112019-droit-voisin-des-editeurs-et-agences-de-presse,Déclaration,Franck,Riester,2019-11-21T12:00:00Z,SOCIÉTÉ,Ministre de la culture,272311
64,"Déclaration de Mme Amélie de Montchalin, secrétaire d'État aux affaires européennes, sur l'accession de la Macédoine du Nord à l'Organisation du traité de l'Atlantique nord, à l'Assemblée nationale le 21 novembre 2019.",https://www.vie-publique.fr/discours/272595-amelie-de-montchalin-21112019-macedoine,Déclaration,Amélie,de Montchalin,2019-11-21T12:00:00Z,INTERNATIONAL,Secrétaire d'État aux affaires européennes,272595
65,"Interview de Mme Élisabeth Borne, ministre de la transition écologique et solidaire, à France Bleu Picardie le 21 novembre 2019, sur le réseau ferroviaire de la Somme et de la Picardie et la mise en chantier du canal Seine Nord Europe.",https://www.vie-publique.fr/discours/272428-elisabeth-borne-21112019-trains-somme-picardie-canal-seine-nord-europe,Interview,Elisabeth,Borne,2019-11-21T12:00:00Z,"SOCIÉTÉ
ECONOMIE",Ministre de la transition écologique et solidaire,272428
66,"Interview de M. Jean-Paul Delevoye, haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé, à Radio Classique le 21 novembre 2019, sur la réforme des retraites et la proposition d'âge pivot à 64 ans.",https://www.vie-publique.fr/discours/272379-jean-paul-delevoye-21112019-reforme-des-retraites-age-pivot-64-ans,Interview,Jean-Paul,Delevoye,2019-11-21T12:00:00Z,SOCIÉTÉ,"Haut-commissaire chargé des retraites, délégué auprès de la ministre des solidarités et de la santé",272379
67,"Interview de M. Édouard Philippe, Premier ministre, à France Inter le 21 novembre 2019, sur le plan d'urgence pour l'hôpital et la réforme des retraites.",https://www.vie-publique.fr/discours/272094-edouard-philippe-21112019-plan-hopital-reforme-des-retraites,Interview,Edouard,Philippe,2019-11-21T12:00:00Z,SOCIÉTÉ,Premier,272094
68,"Déclaration de M. Édouard Philippe, Premier ministre, sur le rôle des maires ""premiers de corvée"", le projet de loi Engagement et proximité et les finances locales, à Paris le 21 novembre 2019.",https://www.vie-publique.fr/discours/272095-edouard-philippe-21112019-maires-engagement-proximite-finances-locales,Déclaration,Edouard,Philippe,2019-11-21T12:00:00Z,"SOCIÉTÉ
INSTITUTIONS",Premier ministre,272095
69,"Interview de Mme Sibeth Ndiaye, secrétaire d'État, porte-parole du Gouvernement, à LCI le 21 novembre 2019, sur le plan d'urgence pour l'hôpital, la rencontre d'Emmanuel Macron avec les anciens salariés de Whirlpool et la réforme des retraites.",https://www.vie-publique.fr/discours/272253-sibeth-ndiaye-21112019-plan-hopital-macron-whirlpool-retraites,Interview,Sibeth,Ndiaye,2019-11-21T12:00:00Z,SOCIÉTÉ,"Secrétaire d'État, porte-parole du gouvernement/",272253
70,"Déclaration de M. Emmanuel Macron, président de la République, sur les défis de la jeunesse française et européenne, à Amiens le 21 novembre 2019.",https://www.vie-publique.fr/discours/272111-emmanuel-macron-21112019-jeunesse,Déclaration,Emmanuel,Macron,2019-11-21T12:00:00Z,SOCIÉTÉ,Président de la République,272111
